26.0,12.0,26.0,16.0,22.0,17.0,20.0,23.0,0.0,0.0,31.0,16.0,33.0,22.0,33.0,27.0,23.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,11.0,24.0,11.0,29.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,20.0,23.0,0.0,0.0,31.0,16.0,33.0,22.0,33.0,27.0,24.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,24.0,11.0,28.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,20.0,22.0,22.0,27.0,31.0,17.0,33.0,22.0,31.0,26.0,23.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,23.0,11.0,28.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,19.0,23.0,24.0,26.0,31.0,17.0,33.0,22.0,30.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,0.0,0.0,0.0,0.0
26.0,11.0,26.0,17.0,22.0,17.0,20.0,23.0,21.0,28.0,31.0,17.0,33.0,22.0,32.0,27.0,24.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,23.0,11.0,28.0,11.0
26.0,12.0,26.0,17.0,22.0,17.0,20.0,23.0,19.0,29.0,31.0,17.0,34.0,23.0,34.0,27.0,23.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,23.0,12.0,28.0,11.0
25.0,11.0,26.0,17.0,22.0,17.0,19.0,23.0,0.0,0.0,31.0,17.0,33.0,23.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,10.0,26.0,10.0,0.0,0.0,28.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,0.0,0.0,0.0,0.0,31.0,17.0,33.0,22.0,0.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0,30.0,28.0,0.0,0.0,0.0,0.0,25.0,10.0,26.0,10.0,23.0,11.0,28.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,20.0,24.0,0.0,0.0,31.0,17.0,33.0,23.0,33.0,27.0,24.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,26.0,10.0,23.0,12.0,28.0,11.0
25.0,11.0,26.0,17.0,22.0,17.0,20.0,23.0,0.0,0.0,31.0,17.0,33.0,22.0,33.0,27.0,23.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,24.0,11.0,26.0,10.0,23.0,12.0,28.0,11.0
25.0,11.0,26.0,17.0,22.0,17.0,19.0,23.0,0.0,0.0,31.0,17.0,33.0,22.0,33.0,27.0,24.0,30.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,28.0,11.0
26.0,12.0,26.0,17.0,22.0,17.0,20.0,23.0,0.0,0.0,31.0,17.0,33.0,22.0,33.0,27.0,23.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,24.0,11.0,28.0,11.0
26.0,12.0,26.0,17.0,22.0,17.0,20.0,23.0,20.0,28.0,31.0,17.0,33.0,22.0,33.0,27.0,23.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,23.0,11.0,28.0,11.0
26.0,11.0,26.0,17.0,22.0,17.0,20.0,23.0,20.0,28.0,31.0,17.0,33.0,22.0,33.0,27.0,23.0,30.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,23.0,12.0,28.0,11.0
26.0,11.0,27.0,17.0,22.0,17.0,20.0,23.0,0.0,0.0,31.0,17.0,34.0,23.0,0.0,0.0,24.0,29.0,0.0,0.0,0.0,0.0,29.0,30.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,24.0,12.0,29.0,11.0
26.0,11.0,27.0,17.0,22.0,17.0,0.0,0.0,0.0,0.0,32.0,17.0,34.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.0,27.0,10.0,24.0,12.0,29.0,11.0
